tournament_slug,division,group,position,team,played,wins,losses,games_for,games_against,difference,bonus_points,points,qualification
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP B,3,Adit Patel / Abhishek Gupta,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP B,4,Ashish Khemlani / Siddharth Nandal,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP C,1,Arjun Kapoor / Rohit Dhiman,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP C,2,Gautam Daluja / Darshan Dilbar Singh,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP C,3,Swaraj Deshmukh / Krishna Teja,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP C,4,Tushar Jagota / Aryan Manchanda,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP D,1,Samin Bhargava / Yuvraj Singh Kooka,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP D,2,Bhavuk Dua / Jeetpal Singh Chauhan,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP D,3,Advait Bahl / Kabir Anand,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's Advance,GROUP D,4,Pranav Chopra / Raghuraj Dewan,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP A,1,Akshay Jalan / Ankit Agarwal,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP A,2,Mukul Kumar / Kanwar Dhillon,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP A,3,Sidharth Garg / Anuj Mehndiratta,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP A,4,Gagandeep Singh Wasu / Vikas Nayar,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP B,1,Prabhas Sharma / Muizz Khan,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP B,2,Utsav Khanna / Supan Kalucha,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP B,3,Sidharth Daluja / Avish Sharma,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Men's 40+,GROUP B,4,Rakesh Kumar / Akash Chawla,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP A,1,Dishita Aggarwal / Avreet Dhillon,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP A,2,Armaan Mann / Amanat Mann,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP A,3,Nihar Khan / Priyanka Mahajan,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP A,4,Hridaya Patel / Rushali Singh,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP B,1,Arnavaz Kollah / Ustat Kharbanda,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP B,2,Sara Daluja / Shuchi Bakshi,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP B,3,Tasveer Sohi / Prabhsifat Kaur,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP B,4,Bhavya Wadhawan / Shrawasti Kundilya,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Beginner,GROUP B,5,Muskaan Sundra / Hasrat Kaushal,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Intermediate,GROUP STAGE,1,Steisha Buddhala / Amy Bundhel,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Intermediate,GROUP STAGE,2,Mansi Malhotra / Vaibhavi Deshmukh,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Intermediate,GROUP STAGE,3,Radhika Vasudeva / Aashna Mehra,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Intermediate,GROUP STAGE,4,Nandini Ghai / Ridhi Gupta,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Intermediate,GROUP STAGE,5,Amaya Kothari / Kyra Pereira,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Intermediate,GROUP STAGE,6,Ishika Kankaria / Gul Arora,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Advance,GROUP STAGE,1,Steisha Buddhala / Amy Bundhel,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Advance,GROUP STAGE,2,Mansi Malhotra / Vaibhavi Deshmukh,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Advance,GROUP STAGE,3,Radhika Vasudeva / Aashna Mehra,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Advance,GROUP STAGE,4,Nandini Ghai / Ridhi Gupta,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Advance,GROUP STAGE,5,Amaya Kothari / Kyra Pereira,0,0,0,0,0,0,0,0,pending
ipt-chandigarh-city-open-2-0,Women's Advance,GROUP STAGE,6,Ishika Kankaria / Gul Arora,0,0,0,0,0,0,0,0,pending
ipt-goa-grandslam-11-0,Men's Beginner,A,1,Udhay Mahajan / Mayank Oberoi,3,3,0,24,12,12,0,6,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,A,2,Aarman Kler / Angad Puar,3,2,1,23,19,4,0,4,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,A,3,Shaan Shah / Kushe Bahl,3,1,2,16,17,-1,0,2,eliminated
ipt-goa-grandslam-11-0,Men's Beginner,A,4,Divy Kothari / Priynash Kothari,3,0,3,9,24,-15,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Beginner,B,1,Gautam Kaushal / Aman Goyal,3,3,0,24,9,15,1,7,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,B,2,Vijay Aakash Nemakal / Shashank Tiwari,3,2,1,20,11,9,1,5,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,B,3,Sahil Dhingra / Maurya Nagpal,3,1,2,13,23,-10,0,2,eliminated
ipt-goa-grandslam-11-0,Men's Beginner,B,4,Rayaprolu Sagar / Gopi Reddy,3,0,3,10,24,-14,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Beginner,C,1,Abhi Panchu / Mukund Muthanna,3,3,0,24,13,11,0,6,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,C,2,Suvir Singh / Teyjas Chaudhary,3,2,1,21,17,4,0,4,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,C,3,Lokesh Chhabra / Vaibhav Malik,3,1,2,17,19,-2,0,2,eliminated
ipt-goa-grandslam-11-0,Men's Beginner,C,4,Rajat Jain / Pratik Makkar,3,0,3,11,24,-13,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Beginner,D,1,Arnav Sanjeev / Sahil Kaushal,3,3,0,24,4,20,0,6,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,D,2,Shelton Mathew / Vishnu Shetty,3,2,1,18,10,8,0,4,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Beginner,D,3,Rudresh Shetye / Venctexa Burye,3,1,2,10,17,-7,0,2,eliminated
ipt-goa-grandslam-11-0,Men's Beginner,D,4,Joshua Lobo / Joshua Lobo Partner,3,0,3,3,24,-21,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Intermediate,A,1,Tammineedi Jayanth / Vineeth Mutyala,3,3,0,24,13,11,0,6,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,A,2,Pratham Jain / Hritesh Agarwal,3,2,1,22,11,11,0,4,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,A,3,Sharad Kanadje / Sidharth Gupta,3,1,2,14,21,-7,0,2,eliminated
ipt-goa-grandslam-11-0,Men's Intermediate,A,4,Arjun Chalotra / Jatin Dhingra,3,0,3,9,24,-15,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Intermediate,B,1,Arjun Raju / Abhinav Grover,3,3,0,24,7,17,1,7,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,B,2,Rahul Chandwani / Rahul Khanna,3,2,1,21,15,6,1,5,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,B,3,R S Abhishek / Siddharth Satheesan,3,1,2,17,17,0,0,2,best_third_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,B,4,Sagar Patodia / Ronak Bhojani,3,0,3,1,24,-23,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Intermediate,C,1,Tejas Shevde / Nishad Shevde,3,3,0,24,14,10,0,6,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,C,2,Mikhail Mehra / Akshay Rai,3,2,1,23,18,5,0,4,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,C,3,Rishabh Kalokhe / Kriday Sethi,3,1,2,17,22,-5,0,2,best_third_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,C,4,Sheehan Furtado / Arik Badami,3,0,3,14,24,-10,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Intermediate,D,1,Ishan Maitreya / Anuj Vaghani,3,3,0,24,11,13,0,6,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,D,2,Manan Gupta / Akshit Chaudhary,3,2,1,19,18,1,0,4,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,D,3,Raghav Bansal / Karan Bansal,3,1,2,17,23,-6,0,2,eliminated
ipt-goa-grandslam-11-0,Men's Intermediate,D,4,Punit Chawla / Sandeep Chawla,3,0,3,16,24,-8,0,0,eliminated
ipt-goa-grandslam-11-0,Men's Intermediate,E,1,Tanveer Singh / Gandharv Bajaj,3,3,0,24,10,14,0,6,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,E,2,Eshant Uppal / Sheriar Mazda,3,2,1,17,16,1,0,4,automatic_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,E,3,Prateek Gambhir / Yugantar Malhotra,3,1,2,17,21,-4,0,2,best_third_qualifier
ipt-goa-grandslam-11-0,Men's Intermediate,E,4,Suhail Kapur / Parth Bhatia,3,0,3,13,24,-11,0,0,eliminated
