player_id,canonical_name,name_in_draw,linked_by,match_slots
15061bb7-8b57-4367-b302-35d512b70b74,Mayank Daga,Joel Duarte,api_member_ids,3
213df946-7be9-4fcb-98c8-e0d6ba33789d,Ziaan Talab,Tushar Jagota,api_member_ids,3
29e75609-025c-485b-a40a-969d2ce6e6bc,Paramveer Singh Bajwa,Paramveer Bajwa,api_member_ids,5
6b49f7ef-e989-4036-816e-f0267d3c3ef0,Saish Shelar,Saish Shelkar,api_member_ids,3
7a0a5946-601b-4919-858d-8e3667bd4f77,Treta Bhattacharyya,Treta Bhattacharya,api_member_ids,4
7f57a645-a475-4ec7-9b29-0b7812a9931d,Kunal Premnarayen,Kunal Premnarayan,api_member_ids,8
d53736bd-2d26-4977-9d4f-edb8ddc49ffb,Swaraj D,Swaraj Deshmukh,api_member_ids,12
f455fd74-d0ee-4f00-b838-363eff4730e6,Siddhant Gupta,Sidharth Gupta,api_member_ids,3
f627335f-f154-4e08-9481-07dffc3a7d35,Famaz Shanavas,Famas Shanavas,api_member_ids,3
