player_id,ranking_category,old_points,repriced,unpriced_results
ranked-priyanka-boghani,Women's,364,334.0,0
ranked-pulkit-khurana,Men's,20,9.0,0
ranked-purav-raja,Men's,700,486.0,0
ranked-rabiya-gill,Women's,40,36.0,0
ranked-rachit-motani,Men's,30,18.0,0
ranked-radha-sadhra,Women's,240,216.0,0
ranked-radhika-kanitkar,Women's,240,216.0,0
ranked-raghav-agarwal,Men's,120,,1
ranked-rahil-fazelbhoy,Men's,12,5.0,0
ranked-rahul-joseph,Men's,20,9.0,0
ranked-rahul-mammen,Men's,18,9.0,0
ranked-rahul-nahar,Men's,18,9.0,0
ranked-rahul-sayal,Men's,18,9.0,0
ranked-raiyan-moidu,Men's,20,9.0,0
ranked-raj-shah,Men's,15,9.0,0
ranked-raj-sheth,Men's,30,18.0,0
ranked-ranbir-singh,Men's,42,27.0,0
ranked-rashi-mehta,Women's,220,168.0,0
ranked-rhea-rajan,Women's,24,18.0,0
ranked-richa-singhi,Women's,9,5.0,0
ranked-riddhi-kapadia,Women's,134,128.0,0
ranked-rishabh-nayyar,Men's,9,5.0,0
ranked-rishi-lilani,Men's,18,9.0,0
ranked-rishi-reddy,Men's,1020,888.0,0
ranked-riyan-shetty,Men's,9,5.0,0
ranked-rohaan-dalwani,Men's,66,41.0,0
ranked-rohan-ahuja,Men's,54,36.0,0
ranked-rohan-mammen,Men's,24,18.0,0
ranked-rohan-sadarangani,Men's,12,5.0,0
ranked-rohan-seolekar,Men's,32,27.0,0
ranked-rohin-gajree,Men's,58,45.0,0
ranked-ronnie-fernandes,Men's,12,5.0,0
ranked-ronnie-fernandes,Men's 40+,180,108.0,0
ranked-rudy-maheshwari,Men's,18,9.0,0
ranked-rushil-john,Men's,20,9.0,0
ranked-rutvik-kalaria,Men's,9,5.0,0
ranked-saakshi-vithalani,Women's,9,5.0,0
ranked-saba-ahmed,Women's,12,9.0,0
ranked-sachiv-sharath,Men's,18,15.0,0
ranked-sahil-sahgal,Men's,40,36.0,0
ranked-sai-saran,Men's,40,36.0,0
ranked-sameer-ahammed,Men's,120,,1
ranked-samriti-punyani,Women's,100,100.0,0
ranked-sanat-goyal,Men's,36,30.0,0
ranked-sandeep-sanjay-chawla,Men's,40,36.0,0
ranked-sanketh-prakash,Men's,9,5.0,0
ranked-sanyam-mittal,Men's,30,24.0,0
ranked-sarfraz-farooquee,Men's,9,5.0,0
ranked-sathish-kumar-p,Men's,20,9.0,0
ranked-satyavrat-rana,Men's,24,18.0,0
ranked-shagun-gupta,Women's,30,25.0,0
ranked-shakti-ruia,Men's,20,9.0,0
ranked-shanaya-naik,Women's,240,216.0,0
ranked-shashank-narde,Men's,760,480.0,1
ranked-shashwat-jain,Men's,18,9.0,0
ranked-shiva-datwani,Men's,20,9.0,0
ranked-shivin-sardana,Men's,18,9.0,0
ranked-shloka-ambani,Women's,24,18.0,0
ranked-shreya-dugar,Men's,12,5.0,0
ranked-shreyas-krishnaswamy,Men's,9,5.0,0
ranked-shruti-jain,Women's,12,9.0,0
ranked-shruti-ugrankar,Women's,24,18.0,0
ranked-shyam-utamsingh,Men's,400,108.0,2
ranked-sid-k,Men's,24,18.0,0
ranked-siddhanth-shah,Men's,36,30.0,0
ranked-siddharth-abraham,Men's,60,50.0,0
ranked-siddharth-bhargava,Men's,18,9.0,0
ranked-siddharth-kothari,Men's,20,9.0,0
ranked-siddharth-sah,Men's,72,45.0,0
ranked-soli-colah,Men's,280,108.0,1
ranked-sonali-fabiani,Women's,9,5.0,0
ranked-sovin-hegde,Men's,12,5.0,0
ranked-sovin-hegde,Men's 40+,180,108.0,0
ranked-spiro-grana,Men's,24,18.0,0
ranked-suhrid-thacker,Men's,20,9.0,0
ranked-suraj-bishoni,Men's,12,5.0,0
ranked-suraj-sadanah,Men's,94,71.0,0
ranked-surbhi-dalmia,Women's,60,50.0,0
ranked-suyash-goenka,Men's,18,9.0,0
ranked-sweta-zaveri,Women's,12,9.0,0
ranked-tanish-bajaj,Men's,40,36.0,0
ranked-tasveer-libra,Women's,20,18.0,0
ranked-tejas-raju,Men's,30,25.0,0
ranked-thejal-kr,Men's,30,18.0,0
ranked-thomas-jacob,Men's,60,50.0,0
ranked-trisha-aggarwal,Women's,24,18.0,0
ranked-tushar-raut,Men's 40+,180,108.0,0
ranked-varoon-parwani,Men's,18,9.0,0
ranked-varun-motasha,Men's 40+,480,270.0,0
ranked-varun-ramani,Men's,18,9.0,0
ranked-vasudha-shah,Women's,88,81.0,0
ranked-ved-bidri,Men's,9,5.0,0
ranked-vihaan-anand,Men's,30,30.0,0
ranked-vikram-shah,Men's,1160,1032.0,0
ranked-viren-thakur,Men's,540,324.0,0
ranked-viren-thapar,Men's,30,18.0,0
